county,reporting_agency,agency_full_name,ncic_number_county,ncic_number_city,ncic_number_agency,date_of_birth_mm,date_of_birth_dd,date_of_birth_yyyy,race,gender,custody_status,custody_offense,date_of_death_yyyy,date_of_death_mm,date_of_death_dd,custodial_responsibility_at_time_of_death,location_where_cause_of_death_occurred,facility_death_occured,manner_of_death,means_of_death
Los Angeles,Police,Long Beach Police Department,19,41,00,2,11,1961,White,Female,Awaiting Booking,65,2014,5,27,City Jail,Booking,Local Hospital,Accidental,Drug Overdose
San Francisco,State,California Highway Patrol,38,99,00,6,4,1964,Black,Male,Process of Arrest,841,2014,5,29,Process of Arrest,Crime/Arrest Scene,Local Hospital,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,10,20,1932,Black,Male,Sentenced,323,2014,5,30,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,12,31,1945,White,Male,Sentenced,120,2014,6,8,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,1,18,1955,Black,Male,Sentenced,610,2014,6,10,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,11,26,1989,Black,Male,Process of Arrest,323,2014,6,24,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,9,7,1977,Hispanic,Male,Booked - Awaiting Trial,802,2014,7,3,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
Kings,State,California Substance Abuse Treatment Facility,16,04,5C,10,23,1959,Hispanic,Male,Sentenced,300,2014,7,3,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Kern,State,California Correctional Institution,15,01,5C,10,8,1967,Hispanic,Male,Sentenced,420,2014,7,3,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Santa Barbara,Sheriff,Santa Barbara County Sheriff's Department,42,00,00,8,5,1965,White,Male,Booked - Awaiting Trial,98,2014,7,5,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
Kings,State,California Substance Abuse Treatment Facility,16,04,5C,5,16,1986,American Indian,Male,Sentenced,120,2014,7,6,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,7,29,1963,Black,Male,Sentenced,720,2014,7,6,County Jail,Living,County Jail,Natural,Not Applicable
Sacramento,State,"California State Prison, Sacramento",34,06,5C,9,9,1977,Black,Male,Sentenced,100,2014,7,7,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Solano,State,California Medical Facility,48,01,5C,1,15,1940,White,Male,Sentenced,110,2014,7,7,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Riverside,State,Ironwood State Prison,33,06,5C,1,31,1991,White,Male,Sentenced,220,2014,7,8,CDC/CRC,Medical Treatment,CDC/CRC,Accidental,Drug Overdose
Los Angeles,Police,Los Angeles Police Department,19,42,00,8,14,1971,White,Male,Booked - No Charges Filed,98,2014,7,8,City Jail,Holding,Local Hospital,Cannot be Determined,Cannot be Determined
El Dorado,Sheriff,El Dorado County Sheriff's Department,9,00,00,1,14,1958,White,Male,Booked - Awaiting Trial,850,2014,7,8,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,8,29,1972,Vietnamese,Male,Sentenced,300,2014,7,8,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
Monterey,Police,Salinas Police Department,27,08,00,8,1,1974,Hispanic,Male,Process of Arrest,373,2014,7,10,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
San Joaquin,State,California Health Care Facility,39,04,5G,3,29,1955,Black,Male,Sentenced,110,2014,7,10,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,10,16,1933,White,Male,Sentenced,120,2014,7,11,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,Sheriff,Kern County Sheriff's Department,15,00,00,1,22,1990,White,Female,Booked - Awaiting Trial,800,2014,7,11,County Jail,Medical Treatment,County Jail,Natural,Not Applicable
Fresno,Police,Reedley Police Department,10,12,00,1,25,1995,Hispanic,Male,Awaiting Booking,320,2014,7,12,City Jail,Holding,City Jail,Suicide,"Hanging,Strangulation"
San Diego,Police,San Diego Police Department,37,11,00,1,1,1993,Other Asian,Male,Process of Arrest,341,2014,7,13,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Fresno,State,Coalinga State Hospital,10,01,5M,10,3,1962,White,Male,Other,992,2014,7,13,State Hospital,Common,State Hospital,Pending Investigation,Pending Investigation
Los Angeles,State,"California State Prison, Lancaster",19,10,5C,2,23,1954,Black,Male,Sentenced,120,2014,7,15,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Monterey,State,Salinas Valley State Prison,27,02,5C,6,6,1962,White,Male,Sentenced,320,2014,7,15,CDC/CRC,Living,CDC/CRC,Accidental,Drug Overdose
Kings,State,Corcoran State Prison,16,02,5C,1,31,1943,Hispanic,Male,Sentenced,320,2014,7,16,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Joaquin,Police,Stockton Police Department,39,05,00,3,25,1987,Hispanic,Male,Process of Arrest,880,2014,7,16,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
San Joaquin,Police,Stockton Police Department,39,05,00,2,23,1984,Hispanic,Male,Process of Arrest,880,2014,7,16,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Kern,Sheriff,Kern County Sheriff's Department,15,00,00,10,22,1985,White,Female,Booked - Awaiting Trial,800,2014,7,17,County Jail,Holding,County Jail,Accidental,Drug Overdose
Lassen,State,High Desert State Prison,18,03,5C,10,26,1985,Hispanic,Male,Sentenced,300,2014,7,17,CDC/CRC,Common,CDC/CRC,Homicide Willful (Other Inmate),"Knife,Cutting Instrument"
Madera,State,Central CA Women's Facility,20,01,5C,2,9,1986,Hispanic,Female,Sentenced,250,2014,7,17,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,11,8,1935,White,Male,Sentenced,700,2014,7,17,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,12,27,1957,Hispanic,Male,Sentenced,100,2014,7,21,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Kern,State,Wasco State Prison,15,02,5C,5,5,1966,White,Male,Sentenced,825,2014,7,25,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,10,13,1974,Hispanic,Male,Process of Arrest,341,2014,7,25,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Pending Investigation,Pending Investigation
San Joaquin,State,California Health Care Facility,39,04,5G,7,7,1940,White,Male,Sentenced,120,2014,7,26,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Merced,Sheriff,Merced County Sheriff's Department,24,00,00,10,23,1948,Hispanic,Male,Booked - Awaiting Trial,700,2014,7,26,County Jail,Not Applicable,County Jail,Natural,Not Applicable
Madera,State,Valley State Prison,20,04,5C,7,20,1961,White,Male,Sentenced,610,2014,7,26,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,2,5,1951,Hispanic,Male,Sentenced,700,2014,7,27,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,11,14,1948,American Indian,Male,Sentenced,110,2014,7,27,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Santa Barbara,State,California Highway Patrol,42,99,00,3,11,1995,Hispanic,Male,Process of Arrest,850,2014,7,28,Process of Arrest,Crime/Arrest Scene,Local Hospital,Accidental,Other
Solano,State,California Medical Facility,48,01,5C,1,9,1951,Black,Male,Sentenced,410,2014,7,29,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Women,36,08,5C,7,3,1991,Hispanic,Female,Sentenced,802,2014,7,30,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
San Bernardino,State,California Institution for Men,36,01,5C,6,15,1954,White,Male,Sentenced,700,2014,7,30,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,2,26,1954,White,Male,Sentenced,501,2014,7,30,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Fresno,State,Coalinga State Hospital,10,01,5M,11,17,1951,Hispanic,Male,Sentenced,610,2014,7,31,State Hospital,Medical Treatment,State Hospital,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,5,10,1965,White,Male,Sentenced,220,2014,7,31,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,7,4,1955,Hispanic,Male,Sentenced,372,2014,8,1,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,9,29,1950,White,Male,Sentenced,700,2014,8,1,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,6,26,1940,Black,Male,Sentenced,110,2014,8,1,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Joaquin,State,California Highway Patrol,39,99,00,4,29,1974,White,Male,Process of Arrest,341,2014,8,2,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,10,19,1938,White,Male,Sentenced,700,2014,8,2,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,12,24,1976,Hispanic,Male,Process of Arrest,345,2014,8,3,Process of Arrest,Crime/Arrest Scene,Local Hospital,Pending Investigation,Pending Investigation
San Bernardino,State,California Institution for Men,36,01,5C,3,25,1968,Hispanic,Male,Sentenced,120,2014,8,3,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,12,14,1976,Black,Male,Out to Court,0,2014,8,3,Other,Crime/Arrest Scene,Local Hospital,Accidental,Other
Solano,State,California Medical Facility,48,01,5C,9,14,1948,White,Male,Sentenced,100,2014,8,4,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,11,28,1976,Hispanic,Male,Sentenced,100,2014,8,5,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Butte,Sheriff,Butte County Sheriff's Department,4,00,00,2,22,1961,White,Male,Booked - No Charges Filed,827,2014,8,7,County Jail,Holding,County Jail,Accidental,Drug Overdose
Tulare,Sheriff,Tulare County Sheriff's Department,54,00,00,10,2,1955,Hispanic,Male,Booked - No Charges Filed,373,2014,8,8,County Jail,Living,Local Hospital,Natural,Not Applicable
Imperial,State,Centinela State Prison,13,04,5C,10,12,1960,Hispanic,Male,Sentenced,995,2014,8,9,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,4,30,1962,Black,Male,Sentenced,110,2014,8,9,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,10,14,1988,Black,Male,Process of Arrest,345,2014,8,11,Process of Arrest,Crime/Arrest Scene,Local Hospital,Pending Investigation,Pending Investigation
San Bernardino,State,California Institution for Men,36,01,5C,8,5,1968,Hispanic,Male,Sentenced,330,2014,8,11,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
In-State,State,CDCR/CBU/Medical Parole,99,02,5C,7,15,1967,Black,Male,Sentenced,610,2014,8,12,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Fresno,State,Coalinga State Hospital,10,01,5M,11,14,1941,White,Male,Sentenced,700,2014,8,12,State Hospital,Not Applicable,State Hospital,Natural,Not Applicable
San Bernardino,State,Patton State Hospital,36,01,5M,2,8,1949,Hispanic,Male,Sentenced,881,2014,8,12,State Hospital,Not Applicable,Local Hospital,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,10,23,1945,White,Male,Sentenced,110,2014,8,14,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Fresno,State,Coalinga State Hospital,10,01,5M,11,5,1948,Hispanic,Male,Sentenced,700,2014,8,14,State Hospital,Not Applicable,State Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,11,30,1955,Hispanic,Male,Sentenced,373,2014,8,11,CDC/CRC,Common,CDC/CRC,Accidental,Other
Solano,State,California Medical Facility,48,01,5C,7,20,1957,Black,Male,Sentenced,110,2014,8,15,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,4,1,1934,Black,Male,Sentenced,120,2014,8,16,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,11,30,1961,Black,Male,Sentenced,400,2014,8,16,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Kings,State,California Substance Abuse Treatment Facility,16,04,5C,4,24,1970,Black,Male,Sentenced,220,2014,8,18,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Monterey,State,Correctional Training Facility,27,01,5C,11,21,1947,Hispanic,Male,Sentenced,100,2014,8,18,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,3,25,1969,Hispanic,Male,Sentenced,200,2014,8,19,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
San Bernardino,Police,San Bernardino Police Department,36,10,00,3,29,1976,Hispanic,Male,Process of Arrest,300,2014,8,22,Process of Arrest,Crime/Arrest Scene,Local Hospital,Homicide Justified (Law Enforcement Staff),Handgun
Marin,State,San Quentin State Prison,21,01,5C,3,15,1964,White,Male,Sentenced,100,2014,8,22,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Santa Clara,Sheriff,Santa Clara County Sheriff's Department,43,00,00,9,13,1956,White,Male,Sentenced,372,2014,8,22,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,10,4,1957,Black,Male,Sentenced,110,2014,8,23,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,10,27,1955,Black,Male,Sentenced,300,2014,8,23,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Imperial,State,Centinela State Prison,13,04,5C,4,25,1960,White,Male,Sentenced,410,2014,8,23,CDC/CRC,Living,CDC/CRC,Accidental,Other
San Francisco,Sheriff,San Francisco County Sheriff's Department,38,00,00,6,12,1966,Black,Male,Booked - Awaiting Trial,345,2014,8,23,County Jail,Medical Treatment,County Jail,Accidental,Drug Overdose
San Bernardino,State,California Highway Patrol,36,99,00,9,26,1975,Black,Male,Process of Arrest,856,2014,8,24,Process of Arrest,Crime/Arrest Scene,Local Hospital,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,12,23,1961,Black,Male,Sentenced,801,2014,8,26,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Madera,State,Central CA Women's Facility,20,01,5C,5,12,1952,White,Female,Sentenced,120,2014,8,28,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Women,36,08,5C,10,18,1965,Black,Female,Sentenced,410,2014,8,30,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Imperial,State,Centinela State Prison,13,04,5C,12,15,1939,Hispanic,Male,Sentenced,700,2014,8,31,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Amador,Sheriff,Amador County Sheriff's Department,3,00,00,2,9,1993,Hispanic,Male,Booked - No Charges Filed,372,2014,5,28,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
San Bernardino,Police,Colton Police Department,36,03,00,11,24,1982,Hispanic,Male,Process of Arrest,323,2014,6,10,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Mendocino,Sheriff,Mendocino County Sheriff's Department,23,00,00,12,1,1958,White,Male,Awaiting Booking,836,2014,6,10,County Jail,Holding,County Jail,Accidental,Drug Overdose
Tuolumne,Sheriff,Tuolumne County Sheriff's Department,55,00,00,2,2,1957,White,Male,Booked - Awaiting Trial,397,2014,1,8,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
San Joaquin,State,California Health Care Facility,39,04,5G,7,1,1940,White,Male,Sentenced,841,2014,8,23,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,1,17,1941,White,Male,Sentenced,120,2014,8,27,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Bernardino,State,California Institution for Men,36,01,5C,12,12,1954,White,Male,Sentenced,700,2014,9,1,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Lassen,State,California Correctional Center,18,01,5C,10,7,1969,White,Male,Sentenced,410,2014,9,1,CDC/CRC,Living,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,5,9,1926,White,Male,Sentenced,110,2014,9,5,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Amador,Sheriff,Amador County Sheriff's Department,3,00,00,7,27,1975,White,Male,Booked - Awaiting Trial,570,2014,9,6,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
Kings,State,Corcoran State Prison,16,02,5C,9,6,1958,Hispanic,Male,Sentenced,510,2014,9,6,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,9,14,1974,Black,Male,Booked - Awaiting Trial,811,2014,9,6,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,3,18,1949,White,Male,Sentenced,700,2014,9,7,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Marin,State,San Quentin State Prison,21,01,5C,3,14,1970,Asian Indian,Male,Sentenced,610,2014,9,7,CDC/CRC,Medical Treatment,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,11,13,1943,White,Male,Sentenced,110,2014,9,8,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Los Angeles,Police,Los Angeles Police Department,19,42,00,10,4,1963,Black,Male,Process of Arrest,323,2014,9,8,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,1,23,1936,White,Male,Sentenced,700,2014,9,9,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,9,25,1943,Hispanic,Male,Sentenced,700,2014,9,9,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Fresno,Sheriff,Fresno County Sheriff's Department,10,00,00,6,14,1958,Black,Male,Sentenced,530,2014,9,10,County Jail,Common,Local Hospital,Natural,Not Applicable
Kern,Sheriff,Kern County Sheriff's Department,15,00,00,3,13,1961,White,Male,Booked - Awaiting Trial,92,2014,9,12,County Jail,Living,County Jail,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,12,9,1928,Hispanic,Male,Sentenced,700,2014,9,15,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,5,17,1968,White,Male,Booked - Awaiting Trial,68,2014,9,16,County Jail,Holding,County Jail,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,7,3,1946,White,Male,Sentenced,822,2014,9,18,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,11,23,1958,Hispanic,Male,Sentenced,120,2014,9,19,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,10,3,1986,Hispanic,Male,Sentenced,865,2014,9,19,CDC/CRC,Living,CDC/CRC,Accidental,Drug Overdose
Orange,Police,Anaheim Police Department,30,01,00,5,16,1971,White,Male,Process of Arrest,300,2014,9,19,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Rifle/Shotgun
Kern,State,California Correctional Institution,15,01,5C,8,24,1985,Hispanic,Male,Sentenced,844,2014,9,19,CDC/CRC,Living,Local Hospital,Suicide,Drug Overdose
Solano,State,California Medical Facility,48,01,5C,10,31,1949,White,Male,Sentenced,100,2014,9,21,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,11,24,1961,Hispanic,Male,Sentenced,570,2014,9,22,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,10,17,1966,White,Male,Sentenced,120,2014,9,22,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Riverside,State,Ironwood State Prison,33,06,5C,4,22,1971,Hispanic,Male,Sentenced,220,2014,9,23,CDC/CRC,Living,CDC/CRC,Accidental,Drug Overdose
Sonoma,Sheriff,Sonoma County Sheriff's Department,49,00,00,11,20,1978,White,Male,Booked - Awaiting Trial,570,2014,9,23,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
Stanislaus,Sheriff,Stanislaus County Sheriff's Department,50,00,00,6,22,1963,White,Male,Booked - Awaiting Trial,800,2014,9,24,County Jail,Living,County Jail,Natural,Not Applicable
San Luis Obispo,State,California Men's Colony,40,01,5C,5,7,1956,White,Male,Sentenced,700,2014,9,24,CDC/CRC,Medical Treatment,CDC/CRC,Natural,Not Applicable
Merced,Police,Livingston Police Department,24,04,00,12,20,1961,Asian Indian,Male,Process of Arrest,397,2014,9,24,Process of Arrest,Crime/Arrest Scene,Local Hospital,Cannot be Determined,Cannot be Determined
Solano,State,California Medical Facility,48,01,5C,8,1,1968,Black,Male,Sentenced,120,2014,9,26,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Fresno,State,Coalinga State Hospital,10,01,5M,2,18,1951,White,Male,Other,700,2014,9,26,State Hospital,Medical Treatment,Local Hospital,Natural,Not Applicable
Stanislaus,Sheriff,Stanislaus County Sheriff's Department,50,00,00,7,30,1960,White,Male,Booked - Awaiting Trial,825,2014,9,26,County Jail,Living,County Jail,Natural,Not Applicable
Monterey,State,Salinas Valley State Prison,27,02,5C,10,5,1981,Hispanic,Male,Sentenced,220,2014,9,27,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Joaquin,State,California Health Care Facility,39,04,5G,5,16,1973,Vietnamese,Male,Sentenced,120,2014,9,28,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
Sonoma,Sheriff,Sonoma County Sheriff's Department,49,00,00,6,27,1977,White,Male,Booked - Awaiting Trial,100,2014,9,29,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
San Diego,State,R. J. Donovan Correctional Facility,37,01,5C,9,2,1952,White,Male,Sentenced,320,2014,9,30,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
San Diego,Sheriff,San Diego County Sheriff's Department,37,00,00,5,13,1931,White,Male,Booked - Awaiting Trial,300,2014,9,30,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Riverside,Sheriff,Riverside County Sheriff's Department,33,00,00,3,10,1977,Black,Male,Process of Arrest,400,2014,7,21,Process of Arrest,Crime/Arrest Scene,Local Hospital,Other,"Hands,Feet,Fists"
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,10,24,1989,Hispanic,Male,Process of Arrest,323,2014,8,1,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Riverside,Police,Riverside Police Department,33,13,00,10,5,1984,Black,Male,Process of Arrest,382,2014,8,3,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Suicide,Rifle/Shotgun
Kern,Police,Bakersfield Police Department,15,02,00,6,25,1988,Black,Male,Process of Arrest,341,2014,8,6,Process of Arrest,Crime/Arrest Scene,Local Hospital,Homicide Justified (Law Enforcement Staff),Handgun
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,8,14,1977,Black,Male,Process of Arrest,346,2014,8,12,Process of Arrest,Crime/Arrest Scene,Local Hospital,Accidental,Drug Overdose
Kern,Police,Bakersfield Police Department,15,02,00,12,7,1996,White,Male,Process of Arrest,397,2014,9,6,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Accidental,Drug Overdose
Lassen,State,California Correctional Center,18,01,5C,3,31,1958,White,Male,Sentenced,345,2014,9,7,CDC/CRC,Living,CDC/CRC,Suicide,"Hanging,Strangulation"
San Bernardino,Sheriff,San Bernardino County Sheriff's Department,36,00,00,9,7,1983,White,Male,Other,0,2014,9,15,Other,Crime/Arrest Scene,Local Hospital,Suicide,"Knife,Cutting Instrument"
San Francisco,Police,San Francisco Police Department,38,01,00,10,24,1979,Hispanic,Male,Process of Arrest,323,2014,9,25,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
Los Angeles,State,California Highway Patrol,19,99,00,4,23,1976,Other,Male,Process of Arrest,865,2014,9,29,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Accidental,Other
Ventura,Sheriff,Ventura County Sheriff's Department,56,00,00,5,27,1969,Hispanic,Female,Booked - Awaiting Trial,825,2014,10,1,County Jail,Not Applicable,County Jail,Natural,Not Applicable
San Bernardino,Police,San Bernardino Police Department,36,10,00,8,24,1966,Black,Male,Process of Arrest,341,2014,10,3,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
San Francisco,Sheriff,San Francisco County Sheriff's Department,38,00,00,2,4,1974,Hispanic,Male,Sentenced,341,2014,10,3,County Jail,Living,County Jail,Suicide,"Hanging,Strangulation"
Orange,Sheriff,Orange County Sheriff's Department,30,00,00,1,8,1941,White,Male,Booked - Awaiting Trial,700,2014,10,5,County Jail,Medical Treatment,Local Hospital,Natural,Not Applicable
Los Angeles,Sheriff,Los Angeles County Sheriff's Department,19,00,00,6,21,1938,White,Male,Sentenced,200,2014,10,5,County Jail,Not Applicable,Local Hospital,Natural,Not Applicable
Out-of-State,State,CDCR/CBU/SACCO/WICC,99,03,5C,8,28,1949,White,Male,Sentenced,100,2014,10,5,CDC/CRC,Not Applicable,Local Hospital,Natural,Not Applicable
Solano,State,California Medical Facility,48,01,5C,6,8,1940,Black,Male,Sentenced,120,2014,10,7,CDC/CRC,Not Applicable,CDC/CRC,Natural,Not Applicable
San Francisco,Police,San Francisco Police Department,38,01,00,7,20,1988,Black,Male,Process of Arrest,400,2014,10,7,Process of Arrest,Crime/Arrest Scene,Crime/Arrest Scene,Homicide Justified (Law Enforcement Staff),Handgun
